Message ID,Message Type,Event Time,Ingestion Timestamp,Latitude,Longitude,Sequence Number,Trip Number,Fix Quality,Packet Status,Config Version,Firmware Version,Address,Odometer,Vehicle Speed,Trip Type,Ignition Status,Altitude,Heading,Number of Satellites,GSM Strength
45cd5731-e6d0-415f-9c12-d949199ce48d-1-1,BS6_IGNITION_OFF_HB_MESSAGE,2025-11-25 02:43:36,2025-11-25 02:44:32,18.9626336,73.1636864,,1651,3DFix,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",0,,IgnitionOff,0,74,3,16,
45cd5731-e6d0-415f-9c12-d949199ce48d-1,GPS_MESSAGE,2025-11-25 02:43:36,2025-11-25 02:44:32,18.9626336,73.1636864,,1651,3DFix,,OaG6CT0303,G130b15425,,0,,IgnitionOff,0,74,3,16,
a369e0e2-d3c2-481e-a3bb-560158086bc3,HEARTBEAT_MESSAGE,2025-11-25 02:44:31,2025-11-25 02:44:31,0,0,,,,,OaG6CT0303,G130b15425,,,,,0,,,,
20079c64-6fd6-47a4-99ff-4bb5f2283cad-1-1,BS6_IGNITION_OFF_HB_MESSAGE,2025-11-25 06:46:51,2025-11-25 06:47:49,18.962688,73.1637888,,1651,3DFix,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",0,,IgnitionOff,0,22,0,19,
20079c64-6fd6-47a4-99ff-4bb5f2283cad-1,GPS_MESSAGE,2025-11-25 06:46:51,2025-11-25 06:47:49,18.962688,73.1637888,,1651,3DFix,,OaG6CT0303,G130b15425,,0,,IgnitionOff,0,22,0,19,
a2a62112-05f3-4b2d-a813-9b18856a1b65,HEARTBEAT_MESSAGE,2025-11-25 06:47:47,2025-11-25 06:47:47,0,0,,,,,OaG6CT0303,G130b15425,,,,,0,,,,
1b2bef96-6177-48bf-9567-78d41e93675e-11,TRIP_START,2025-11-25 06:49:31,2025-11-25 06:55:17,18.9627072,73.1636608,,1652,StoredFix,,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",0,,IgnitionOn,1,,,,
1b2bef96-6177-48bf-9567-78d41e93675e-10,GPS_MESSAGE,2025-11-25 06:49:45,2025-11-25 06:55:17,18.9627072,73.1636608,,1652,NoFix,,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",0,,IgnitionOn,1,0,0,0,
1b2bef96-6177-48bf-9567-78d41e93675e-9,VERSION_UPDATE,2025-11-25 06:49:45,2025-11-25 06:55:17,18.9627072,73.1636608,,1652,StoredFix,,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",0,,IgnitionOn,1,,,,
1b2bef96-6177-48bf-9567-78d41e93675e-8,GPS_MESSAGE,2025-11-25 06:49:48,2025-11-25 06:55:17,18.9627072,73.1636608,,1652,3DFix,,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",0,,IgnitionOn,1,15,0,45,
1b2bef96-6177-48bf-9567-78d41e93675e-7,IGNITION_ON,2025-11-25 06:49:50,2025-11-25 06:55:17,18.9627072,73.1636608,37350,1652,FixOK,,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",0,,IgnitionOn,1,,,,
1b2bef96-6177-48bf-9567-78d41e93675e-4,ACU_SW_PART_NO,2025-11-25 06:49:51,2025-11-25 06:55:17,18.9627072,73.1636608,37353,1652,FixOK,,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",0,,IgnitionOn,1,,,,
1b2bef96-6177-48bf-9567-78d41e93675e-5,ECU_SW_PART_NO,2025-11-25 06:49:51,2025-11-25 06:55:17,18.9627072,73.1636608,37352,1652,FixOK,,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",0,,IgnitionOn,1,,,,
1b2bef96-6177-48bf-9567-78d41e93675e-6,ENGINE_CRANKING,2025-11-25 06:49:51,2025-11-25 06:55:17,18.9627072,73.1636608,37351,1652,FixOK,,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",0,,IgnitionOn,1,,,,
1b2bef96-6177-48bf-9567-78d41e93675e-3,EDC_BS6_PERIODIC,2025-11-25 06:49:52,2025-11-25 06:55:17,18.9627072,73.1636608,24407,1652,FixOK,A,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",15236,0,IgnitionOn,1,16.138,241.21,43,-113
1b2bef96-6177-48bf-9567-78d41e93675e-2,EDC_BS6_PERIODIC,2025-11-25 06:49:58,2025-11-25 06:55:17,18.962712,73.1636544,24408,1652,FixOK,A,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",15236,0,IgnitionOn,1,16.16,241.21,44,-113
1b2bef96-6177-48bf-9567-78d41e93675e-1,EDC_BS6_PERIODIC,2025-11-25 06:50:04,2025-11-25 06:55:17,18.9627168,73.1636544,24409,1652,FixOK,A,OaG6CT0303,G130b15425,"X577+4R2, Bherle, Maharashtra 410216, India",15236,0,IgnitionOn,1,16.084,241.21,45,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-10,EDC_BS6_PERIODIC,2025-11-25 06:50:10,2025-11-25 06:51:09,18.9627168,73.1636544,24410,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,16.027,241.21,45,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-9,EDC_BS6_PERIODIC,2025-11-25 06:50:16,2025-11-25 06:51:09,18.9627168,73.1636544,24411,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,15.968,241.21,44,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-8,EDC_BS6_PERIODIC,2025-11-25 06:50:22,2025-11-25 06:51:09,18.9627168,73.1636544,24412,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,15.949,241.21,46,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-7,EDC_BS6_PERIODIC,2025-11-25 06:50:28,2025-11-25 06:51:09,18.962712,73.1636544,24413,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,16.023,241.21,47,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-6,EDC_BS6_PERIODIC,2025-11-25 06:50:34,2025-11-25 06:51:09,18.962712,73.1636544,24414,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,16.056,241.21,48,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-5,EDC_BS6_PERIODIC,2025-11-25 06:50:40,2025-11-25 06:51:09,18.962712,73.1636544,24415,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,15.963,241.21,48,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-4,EDC_BS6_PERIODIC,2025-11-25 06:50:46,2025-11-25 06:51:09,18.9627168,73.1636544,24416,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,15.748,241.21,48,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-3,LOW_FUEL_CAN_START,2025-11-25 06:50:50,2025-11-25 06:51:09,18.9627168,73.163648,37354,1652,FixOK,,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",0,0,IgnitionOn,1,,,,
30ba0c29-dc91-4314-ba4c-7749a2b1b705-2,EDC_BS6_PERIODIC,2025-11-25 06:50:52,2025-11-25 06:51:09,18.9627168,73.163648,24417,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,15.581,241.21,48,-113
30ba0c29-dc91-4314-ba4c-7749a2b1b705-1,EDC_BS6_PERIODIC,2025-11-25 06:51:00,2025-11-25 06:51:09,18.96272,73.163648,24418,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,15.237,241.21,49,-113
c6803693-a20e-4e2a-bedf-8a56a86e427c-10,EDC_BS6_PERIODIC,2025-11-25 06:51:06,2025-11-25 06:52:11,18.96272,73.1636544,24419,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,14.998,241.21,49,-113
ed30a974-dd90-4c62-843a-d44b9916e6b8,HEARTBEAT_MESSAGE,2025-11-25 06:51:08,2025-11-25 06:51:08,0,0,,,,,OaG6CT0303,G130b15425,,,,,1,,,,
c6803693-a20e-4e2a-bedf-8a56a86e427c-9,EDC_BS6_PERIODIC,2025-11-25 06:51:12,2025-11-25 06:52:11,18.96272,73.1636544,24420,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,14.894,241.21,49,-113
c6803693-a20e-4e2a-bedf-8a56a86e427c-8,EDC_BS6_PERIODIC,2025-11-25 06:51:18,2025-11-25 06:52:11,18.96272,73.1636544,24421,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,14.51,241.21,49,-113
c6803693-a20e-4e2a-bedf-8a56a86e427c-7,EDC_BS6_PERIODIC,2025-11-25 06:51:24,2025-11-25 06:52:11,18.96272,73.1636544,24422,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,14.222,241.21,49,-113
c6803693-a20e-4e2a-bedf-8a56a86e427c-6,EDC_BS6_PERIODIC,2025-11-25 06:51:30,2025-11-25 06:52:11,18.96272,73.163648,24423,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,13.857,241.21,49,-113
c6803693-a20e-4e2a-bedf-8a56a86e427c-5,EDC_BS6_PERIODIC,2025-11-25 06:51:36,2025-11-25 06:52:11,18.9627232,73.163648,24424,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,13.39,241.21,50,-113
c6803693-a20e-4e2a-bedf-8a56a86e427c-4,EDC_BS6_PERIODIC,2025-11-25 06:51:42,2025-11-25 06:52:11,18.9627232,73.163648,24425,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,13.09,241.21,50,-113
c6803693-a20e-4e2a-bedf-8a56a86e427c-3,EDC_BS6_PERIODIC,2025-11-25 06:51:48,2025-11-25 06:52:11,18.96272,73.1636416,24426,1652,FixOK,A,OaG6CT0303,G130b15425,"X567+XG7, Borle Rd, Bherle, Maharashtra 410221, India",15236,0,IgnitionOn,1,12.977,241.21,50,-113
