Message ID,Message Type,Event Time,Ingestion Timestamp,Latitude,Longitude,Sequence Number,Trip Number,Fix Quality,Packet Status,Config Version,Firmware Version,Address,Odometer,Vehicle Speed,Trip Type,Ignition Status,Altitude,Heading,Number of Satellites,GSM Strength
8b702c88-57ed-4306-99b2-ea358f3bd51b-57,BRAKE_PRESSED,2025-11-19 00:00:02,2025-11-19 00:56:55,21.7368608,73.480096,56812,8864,FixOK,,OmV6NS1912,T216t6J557,"PFPJ+J2 Khunta Amba, Gujarat, India",143905,37.79,IgnitionOn,1,,,,
aa88ae29-8ec8-43e6-8fd3-afe6da9ffa1a-57,BRAKE_PRESSED,2025-11-19 00:00:02,2025-11-19 00:45:31,21.7368608,73.480096,56812,8864,FixOK,,OmV6NS1912,T216t6J557,"PFPJ+J2 Khunta Amba, Gujarat, India",143905,37.79,IgnitionOn,1,,,,
a5444c17-c139-4bf4-940a-5388f91ffcd7-1,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:05,2025-11-19 00:45:42,21.7369376,73.4803712,13368,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFPJ+J2 Khunta Amba, Gujarat, India",173809.875,36.266,IgnitionOn,1,138.679,73,8,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-1,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:05,2025-11-19 00:57:07,21.7369376,73.4803712,13368,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFPJ+J2 Khunta Amba, Gujarat, India",173809.875,36.266,IgnitionOn,1,138.679,73,8,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-2,BRAKE_PRESSED,2025-11-19 00:00:07,2025-11-19 00:45:42,21.736992,73.4805696,56813,8864,FixOK,,OmV6NS1912,T216t6J557,"PFPJ+P6 Khunta Amba, Gujarat, India",143905,36.66,IgnitionOn,1,,,,
b5e0b0f2-75c5-4acf-aabc-78db46d27042-2,BRAKE_PRESSED,2025-11-19 00:00:07,2025-11-19 00:57:07,21.736992,73.4805696,56813,8864,FixOK,,OmV6NS1912,T216t6J557,"PFPJ+P6 Khunta Amba, Gujarat, India",143905,36.66,IgnitionOn,1,,,,
a5444c17-c139-4bf4-940a-5388f91ffcd7-3,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:11,2025-11-19 00:45:42,21.7370912,73.4809472,13369,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFPJ+P6 Khunta Amba, Gujarat, India",173810,37.031,IgnitionOn,1,137.605,73,9,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-3,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:11,2025-11-19 00:57:07,21.7370912,73.4809472,13369,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFPJ+P6 Khunta Amba, Gujarat, India",173810,37.031,IgnitionOn,1,137.605,73,9,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-4,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:17,2025-11-19 00:45:42,21.73728,73.4815104,13370,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFPJ+VP Khunta Amba, Gujarat, India",173810,36.562,IgnitionOn,1,135.55,72,11,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-4,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:17,2025-11-19 00:57:07,21.73728,73.4815104,13370,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFPJ+VP Khunta Amba, Gujarat, India",173810,36.562,IgnitionOn,1,135.55,72,11,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-5,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:23,2025-11-19 00:45:42,21.73748,73.48208,13371,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFPJ+VP Khunta Amba, Gujarat, India",173810.125,38.129,IgnitionOn,1,133.979,72,11,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-5,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:23,2025-11-19 00:57:07,21.73748,73.48208,13371,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFPJ+VP Khunta Amba, Gujarat, India",173810.125,38.129,IgnitionOn,1,133.979,72,11,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-6,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:29,2025-11-19 00:45:42,21.7375872,73.4824832,13372,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFQJ+2X Khunta Amba, Gujarat, India",173810.125,32.699,IgnitionOn,1,132.85,73,11,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-6,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:29,2025-11-19 00:57:07,21.7375872,73.4824832,13372,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFQJ+2X Khunta Amba, Gujarat, India",173810.125,32.699,IgnitionOn,1,132.85,73,11,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-7,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:35,2025-11-19 00:45:42,21.7376832,73.4829568,13373,8864,FixOK,A,OmV6NS1912,T216t6J557,"NH56, Khunta Amba, Gujarat 393140, India",173810.25,32.176,IgnitionOn,1,132.1,80,12,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-7,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:35,2025-11-19 00:57:07,21.7376832,73.4829568,13373,8864,FixOK,A,OmV6NS1912,T216t6J557,"NH56, Khunta Amba, Gujarat 393140, India",173810.25,32.176,IgnitionOn,1,132.1,80,12,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-8,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:41,2025-11-19 00:45:42,21.737816,73.4834944,13374,8864,FixOK,A,OmV6NS1912,T216t6J557,"NH56, Khunta Amba, Gujarat 393140, India",173810.25,29.59,IgnitionOn,1,131.19,72,11,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-8,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:41,2025-11-19 00:57:07,21.737816,73.4834944,13374,8864,FixOK,A,OmV6NS1912,T216t6J557,"NH56, Khunta Amba, Gujarat 393140, India",173810.25,29.59,IgnitionOn,1,131.19,72,11,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-9,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:47,2025-11-19 00:45:42,21.7380128,73.4839744,13375,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFQM+2C Khunta Amba, Gujarat, India",173810.375,33.934,IgnitionOn,1,130.517,67,10,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-9,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:47,2025-11-19 00:57:07,21.7380128,73.4839744,13375,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFQM+2C Khunta Amba, Gujarat, India",173810.375,33.934,IgnitionOn,1,130.517,67,10,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-10,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:53,2025-11-19 00:45:42,21.738264,73.48448,13376,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFQM+2C Khunta Amba, Gujarat, India",173810.375,39.801,IgnitionOn,1,129.02,55,10,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-10,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:53,2025-11-19 00:57:07,21.738264,73.48448,13376,8864,FixOK,A,OmV6NS1912,T216t6J557,"PFQM+2C Khunta Amba, Gujarat, India",173810.375,39.801,IgnitionOn,1,129.02,55,10,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-11,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:59,2025-11-19 00:45:42,21.7386016,73.4849984,13377,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.5,42.461,IgnitionOn,1,127.699,53,10,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-11,EDC_BS6_CNG_PERIODIC,2025-11-19 00:00:59,2025-11-19 00:57:07,21.7386016,73.4849984,13377,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.5,42.461,IgnitionOn,1,127.699,53,10,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-12,BRAKE_PRESSED,2025-11-19 00:01:02,2025-11-19 00:45:42,21.7387872,73.4853056,56814,8864,FixOK,,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",143906,44.51,IgnitionOn,1,,,,
b5e0b0f2-75c5-4acf-aabc-78db46d27042-12,BRAKE_PRESSED,2025-11-19 00:01:02,2025-11-19 00:57:07,21.7387872,73.4853056,56814,8864,FixOK,,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",143906,44.51,IgnitionOn,1,,,,
a5444c17-c139-4bf4-940a-5388f91ffcd7-13,EDC_BS6_CNG_PERIODIC,2025-11-19 00:01:05,2025-11-19 00:45:42,21.7389888,73.4856,13378,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.5,45.945,IgnitionOn,1,126.139,55,9,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-13,EDC_BS6_CNG_PERIODIC,2025-11-19 00:01:05,2025-11-19 00:57:07,21.7389888,73.4856,13378,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.5,45.945,IgnitionOn,1,126.139,55,9,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-14,EDC_BS6_CNG_PERIODIC,2025-11-19 00:01:11,2025-11-19 00:45:42,21.7393312,73.4859584,13379,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.625,35.27,IgnitionOn,1,125.089,46,7,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-14,EDC_BS6_CNG_PERIODIC,2025-11-19 00:01:11,2025-11-19 00:57:07,21.7393312,73.4859584,13379,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.625,35.27,IgnitionOn,1,125.089,46,7,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-15,EDC_BS6_CNG_PERIODIC,2025-11-19 00:01:17,2025-11-19 00:45:42,21.7398912,73.4860096,13380,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.75,34.363,IgnitionOn,1,123.319,9,10,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-15,EDC_BS6_CNG_PERIODIC,2025-11-19 00:01:17,2025-11-19 00:57:07,21.7398912,73.4860096,13380,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.75,34.363,IgnitionOn,1,123.319,9,10,-41
a5444c17-c139-4bf4-940a-5388f91ffcd7-16,BRAKE_PRESSED,2025-11-19 00:01:21,2025-11-19 00:45:42,21.7402624,73.4858816,56815,8864,FixOK,,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",143906,37.95,IgnitionOn,1,,,,
b5e0b0f2-75c5-4acf-aabc-78db46d27042-16,BRAKE_PRESSED,2025-11-19 00:01:21,2025-11-19 00:57:07,21.7402624,73.4858816,56815,8864,FixOK,,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",143906,37.95,IgnitionOn,1,,,,
a5444c17-c139-4bf4-940a-5388f91ffcd7-17,EDC_BS6_CNG_PERIODIC,2025-11-19 00:01:23,2025-11-19 00:45:42,21.7404496,73.4857984,13381,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.75,41.312,IgnitionOn,1,122.513,336,8,-41
b5e0b0f2-75c5-4acf-aabc-78db46d27042-17,EDC_BS6_CNG_PERIODIC,2025-11-19 00:01:23,2025-11-19 00:57:07,21.7404496,73.4857984,13381,8864,FixOK,A,OmV6NS1912,T216t6J557,"Visalkhaadi Bus Stop, NH 756, Khunta Amba, Gujarat 393140, India",173810.75,41.312,IgnitionOn,1,122.513,336,8,-41
