Message ID,Message Type,Event Time,Ingestion Timestamp,Latitude,Longitude,Sequence Number,Trip Number,Fix Quality,Packet Status,Config Version,Firmware Version,Address,Odometer,Vehicle Speed,Trip Type,Ignition Status,Altitude,Heading,Number of Satellites,GSM Strength
ec4552eb-71f8-4174-b561-b4bdcb304e17,HEARTBEAT_MESSAGE,2025-11-20 00:04:24,2025-11-20 00:04:24,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
a55529fd-baee-40e6-843a-2d05b14f6f8b,HEARTBEAT_MESSAGE,2025-11-20 00:19:25,2025-11-20 00:19:25,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
c8a336da-5b12-45a2-9db3-cf2067677106,HEARTBEAT_MESSAGE,2025-11-20 00:34:26,2025-11-20 00:34:26,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
585f289d-c557-4d6b-b7fd-088bda4a7a6d,HEARTBEAT_MESSAGE,2025-11-20 00:49:27,2025-11-20 00:49:27,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
200a674b-dbfc-42b0-91cf-c3c7ff53dca3,HEARTBEAT_MESSAGE,2025-11-20 01:04:28,2025-11-20 01:04:28,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
c7366495-ab70-4298-9b0a-4f79d668d50b,HEARTBEAT_MESSAGE,2025-11-20 01:19:29,2025-11-20 01:19:29,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
f0c0b841-0c13-46ca-8f8d-f05dcdc435f2,HEARTBEAT_MESSAGE,2025-11-20 01:34:30,2025-11-20 01:34:30,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
2e76053e-f48b-42b0-9e37-1fcac61cf73b,HEARTBEAT_MESSAGE,2025-11-20 01:49:31,2025-11-20 01:49:31,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
a1d5ada8-ffa0-47de-b3d0-df3e335d21b4,HEARTBEAT_MESSAGE,2025-11-20 02:03:51,2025-11-20 02:03:51,0,0,,,,,OaV5CS,T216t6j557,,,,,1,,,,
3d55c018-1c52-487d-8a7d-96e445b3902e-6,DM1_START,2025-11-20 02:08:52,2025-11-20 02:15:37,18.7144288,73.626112,51290,8196,FixOK,,OaV5CS1912,T216t6j557,,354922,,IgnitionOn,1,,,,
3d55c018-1c52-487d-8a7d-96e445b3902e-2,GPS_MESSAGE,2025-11-20 02:08:52,2025-11-20 02:15:37,18.7144288,73.626112,,8196,3DFix,,OaV5CS1912,T216t6j557,,354922,,IgnitionOn,1,632,0,13,
3d55c018-1c52-487d-8a7d-96e445b3902e-4,IGNITION_ON,2025-11-20 02:08:52,2025-11-20 02:15:37,18.7144288,73.626112,51288,8196,FixOK,,OaV5CS1912,T216t6j557,,354922,,IgnitionOn,1,,,,
3d55c018-1c52-487d-8a7d-96e445b3902e-5,ISOLATOR_SW_START,2025-11-20 02:08:52,2025-11-20 02:15:37,18.7144288,73.626112,51289,8196,FixOK,,OaV5CS1912,T216t6j557,,354922,,IgnitionOn,1,,,,
3d55c018-1c52-487d-8a7d-96e445b3902e-1,TRIP_START,2025-11-20 02:08:52,2025-11-20 02:15:37,18.7144288,73.626112,,8196,FixOK,,OaV5CS1912,T216t6j557,,354922,,IgnitionOn,1,,,,
