Message ID,Message Type,Event Time,Ingestion Timestamp,Latitude,Longitude,Sequence Number,Trip Number,Fix Quality,Packet Status,Config Version,Firmware Version,Address,Odometer,Vehicle Speed,Trip Type,Ignition Status,Altitude,Heading,Number of Satellites,GSM Strength
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-16,TRIP_START,2025-12-12 01:16:09,2025-12-12 01:18:24,9.573664,77.081856,,8624,StoredFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,,,,
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-15,GPS_MESSAGE,2025-12-12 01:16:20,2025-12-12 01:18:24,9.573664,77.081856,,8624,NoFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,0,0,0,
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-14,VERSION_UPDATE,2025-12-12 01:16:20,2025-12-12 01:18:24,9.573664,77.081856,,8624,StoredFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,,,,
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-13,IGNITION_ON,2025-12-12 01:16:25,2025-12-12 01:18:24,9.5736632,77.081888,11720,8624,StoredFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,,,,
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-11,ACU_SW_PART_NO,2025-12-12 01:16:26,2025-12-12 01:18:24,9.57368,77.081888,11722,8624,StoredFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,,,,
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-12,ECU_SW_PART_NO,2025-12-12 01:16:26,2025-12-12 01:18:24,9.57368,77.081888,11721,8624,StoredFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,,,,
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-9,EDC_BS6_PERIODIC,2025-12-12 01:16:27,2025-12-12 01:18:24,9.5736816,77.081888,1467,8624,StoredFix,V,OaJ5CU0302,G133E15422,,107832.75,0,IgnitionOn,1,843.645,100.75,17,-113
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-10,ENGINE_CRANKING,2025-12-12 01:16:27,2025-12-12 01:18:24,9.57368,77.081888,11723,8624,StoredFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,,,,
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-8,DM1_START,2025-12-12 01:16:28,2025-12-12 01:18:24,9.5736808,77.081888,11724,8624,StoredFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,,,,
5ca88011-51ae-40b5-b0b4-cddbc9a6255a-7,GPS_MESSAGE,2025-12-12 01:16:30,2025-12-12 01:18:24,9.5736752,77.0818688,,8624,3DFix,,OaJ5CU0302,G133E15422,,0,,IgnitionOn,1,843,0,17,
