Message ID,Message Type,Event Time,Ingestion Timestamp,Latitude,Longitude,Sequence Number,Trip Number,Fix Quality,Packet Status,Config Version,Firmware Version,Address,Odometer,Vehicle Speed,Trip Type,Ignition Status,Altitude,Heading,Number of Satellites,GSM Strength
9be0d7e1-50b3-4141-9c5b-f0592bc7dfa7-1-1,BS6_IGNITION_OFF_HB_MESSAGE,2025-11-30 02:08:29,2025-11-30 02:09:26,18.7910544,75.6222848,,14584,3DFix,A,OaV5CS1912,T216F6b453,"बोरखेड, Mahajanwadi, Maharashtra 431126, India",161644,,IgnitionOff,0,787,0,5,
9be0d7e1-50b3-4141-9c5b-f0592bc7dfa7-1,GPS_MESSAGE,2025-11-30 02:08:29,2025-11-30 02:09:26,18.7910544,75.6222848,,14584,3DFix,,OaV5CS1912,T216F6b453,,161644,,IgnitionOff,0,787,0,5,
44c4bf13-b635-4e17-b3c8-e7c8aaaaec13,HEARTBEAT_MESSAGE,2025-11-30 02:09:25,2025-11-30 02:09:25,0,0,,,,,OaV5CS1912,T216F6b453,,,,,0,,,,
51cda72e-cca6-4ec1-a8e5-8c036316b828-1-1,BS6_IGNITION_OFF_HB_MESSAGE,2025-11-30 06:13:18,2025-11-30 06:14:19,18.790984,75.6223296,,14584,3DFix,A,OaV5CS1912,T216F6b453,"बोरखेड, Mahajanwadi, Maharashtra 431126, India",161644,,IgnitionOff,0,789,3,3,
51cda72e-cca6-4ec1-a8e5-8c036316b828-1,GPS_MESSAGE,2025-11-30 06:13:18,2025-11-30 06:14:19,18.790984,75.6223296,,14584,3DFix,,OaV5CS1912,T216F6b453,,161644,,IgnitionOff,0,789,3,3,
06ca1ffa-ed3a-4412-ac6b-a334f8252f34,HEARTBEAT_MESSAGE,2025-11-30 06:14:13,2025-11-30 06:14:13,0,0,,,,,OaV5CS1912,T216F6b453,,,,,0,,,,
80fd9c77-ea0a-486b-b00d-2ae6a4784db2-6,ACU_SW_PART_NO,2025-11-30 06:17:09,2025-11-30 06:18:29,18.7909744,75.622304,1814,14585,StoredFix,,OaV5CS1912,T216F6b453,"बोरखेड, Mahajanwadi, Maharashtra 431126, India",161644,,IgnitionOn,1,,,,
80fd9c77-ea0a-486b-b00d-2ae6a4784db2-5,ECU_SW_PART_NO,2025-11-30 06:17:09,2025-11-30 06:18:29,18.7909744,75.622304,1813,14585,StoredFix,,OaV5CS1912,T216F6b453,"बोरखेड, Mahajanwadi, Maharashtra 431126, India",161644,,IgnitionOn,1,,,,
80fd9c77-ea0a-486b-b00d-2ae6a4784db2-7,EDC_BS6_PERIODIC,2025-11-30 06:17:09,2025-11-30 06:18:29,18.7909744,75.622304,58398,14585,StoredFix,V,OaV5CS1912,T216F6b453,"बोरखेड, Mahajanwadi, Maharashtra 431126, India",0,0,IgnitionOn,1,790.409,155.6,0,-71
80fd9c77-ea0a-486b-b00d-2ae6a4784db2-2,GPS_MESSAGE,2025-11-30 06:17:09,2025-11-30 06:18:29,18.7909744,75.622304,,14585,NoFix,,OaV5CS1912,T216F6b453,"बोरखेड, Mahajanwadi, Maharashtra 431126, India",161644,,IgnitionOn,1,0,0,0,
80fd9c77-ea0a-486b-b00d-2ae6a4784db2-4,IGNITION_ON,2025-11-30 06:17:09,2025-11-30 06:18:29,18.7909744,75.622304,1812,14585,StoredFix,,OaV5CS1912,T216F6b453,"बोरखेड, Mahajanwadi, Maharashtra 431126, India",161644,,IgnitionOn,1,,,,
