Message ID,Message Type,Event Time,Ingestion Timestamp,Latitude,Longitude,Sequence Number,Trip Number,Fix Quality,Packet Status,Config Version,Firmware Version,Address,Odometer,Vehicle Speed,Trip Type,Ignition Status,Altitude,Heading,Number of Satellites,GSM Strength
31c00718-5d19-43bc-973f-310eb3312a25-1,TRIP_START,2025-11-28 00:12:03,2025-11-28 00:16:14,26.589232,74.9020672,,1065,StoredFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,,,,
31c00718-5d19-43bc-973f-310eb3312a25-2,GPS_MESSAGE,2025-11-28 00:12:15,2025-11-28 00:16:14,26.589232,74.9020672,,1065,NoFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,0,0,0,
31c00718-5d19-43bc-973f-310eb3312a25-3,VERSION_UPDATE,2025-11-28 00:12:15,2025-11-28 00:16:14,26.589232,74.9020672,,1065,StoredFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,,,,
31c00718-5d19-43bc-973f-310eb3312a25-4,IGNITION_ON,2025-11-28 00:12:20,2025-11-28 00:16:14,26.589232,74.9020672,16240,1065,StoredFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,,,,
31c00718-5d19-43bc-973f-310eb3312a25-7,ACU_SW_PART_NO,2025-11-28 00:12:21,2025-11-28 00:16:14,26.589232,74.9020672,16243,1065,StoredFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,,,,
31c00718-5d19-43bc-973f-310eb3312a25-6,ECU_SW_PART_NO,2025-11-28 00:12:21,2025-11-28 00:16:14,26.589232,74.9020672,16242,1065,StoredFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,,,,
31c00718-5d19-43bc-973f-310eb3312a25-8,EDC_BS6_PERIODIC,2025-11-28 00:12:21,2025-11-28 00:16:14,26.589232,74.9020672,50494,1065,StoredFix,V,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",25295.125,0,IgnitionOn,1,426.059,256.79,0,-113
31c00718-5d19-43bc-973f-310eb3312a25-5,ENGINE_CRANKING,2025-11-28 00:12:21,2025-11-28 00:16:14,26.589232,74.9020672,16241,1065,StoredFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,,,,
31c00718-5d19-43bc-973f-310eb3312a25-9,DM1_START,2025-11-28 00:12:22,2025-11-28 00:16:14,26.589232,74.9020672,16244,1065,StoredFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,,,,
b1a5613c-ca4f-41d2-9c59-cd4d37606b6b-9,EDC_BS6_PERIODIC,2025-11-28 00:12:27,2025-11-28 00:15:33,26.58924,74.9020928,50495,1065,FixOK,A,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",25295.125,0,IgnitionOn,1,434.036,256.79,26,-113
b1a5613c-ca4f-41d2-9c59-cd4d37606b6b-10,GPS_MESSAGE,2025-11-28 00:12:27,2025-11-28 00:15:33,26.58924,74.9020928,,1065,3DFix,,OaG5CU0303,G131b15423,"Jaipur Road, Ajmer, Naya Gaon, Rajasthan 305801, India",0,,IgnitionOn,1,434,16,26,
1dfb6243-a092-43b7-99bb-16c3df94c952-10,EDC_BS6_PERIODIC,2025-11-28 00:12:33,2025-11-28 00:13:31,26.5892192,74.9020928,50496,1065,FixOK,A,OaG5CU0303,G131b15423,,25295.125,0,IgnitionOn,1,432.598,256.79,29,-113
1dfb6243-a092-43b7-99bb-16c3df94c952-9,EDC_BS6_PERIODIC,2025-11-28 00:12:39,2025-11-28 00:13:31,26.589216,74.9020864,50497,1065,FixOK,A,OaG5CU0303,G131b15423,,25295.125,3.04,IgnitionOn,1,431.242,256.79,32,-113
1dfb6243-a092-43b7-99bb-16c3df94c952-8,EDC_BS6_PERIODIC,2025-11-28 00:12:45,2025-11-28 00:13:31,26.5891968,74.9020544,50498,1065,FixOK,A,OaG5CU0303,G131b15423,,25295.125,2.69,IgnitionOn,1,432.091,256.79,34,-113
